"","AAGE","F_ACLSWKR","F_EDUCATION","F_STATUSMARIT","F_AMJIND","F_AMJOCC","F_RACE","F_ORIGIN","F_ASEX","F_AWKSTAT","F_FILESTATUS","F_HHDFMX","F_HHDREL","MARSUPWT","CHILDS","F_CONBIRTHFATH","F_CONBIRTHMOTH","F_PENATVTY","F_PRCITSHP","WKSWORKYEAR","TARGET"
"2725",42,"Private","Associates_degree-occup_/vocational","Married-civilian_spouse_present","Medical_except_hospital","Technicians_and_related_support","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2109.59,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2726",39,"Private","7th_and_8th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1020.79,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2727",31,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1531.35,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2728",48,"Local_government","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Married-civilian_spouse_present","Education","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2065.32,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2729",13,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",532.75,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2730",54,"Self-employed-incorporated","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Other_professional_services","Executive_admin_and_managerial","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",3223.25,1,"United-States","Mexico","United-States","Native-_Born_in_the_United_States",52,"50000+."
"2731",52,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-nondurable_goods","Machine_operators_assmblrs_&_inspctrs","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",834.31,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2732",73,"Private","9th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",2672.3,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2733",38,"Private","High_school_graduate","Married-civilian_spouse_present","Retail_trade","Handlers_equip_cleaners_etc","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",312.42,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2734",51,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1472.28,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2735",10,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1906.26,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2736",62,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Manufacturing-nondurable_goods","Precision_production_craft_&_repair","White","All_other","Male","Full-time_schedules","Joint_one_under_65_&_one_65+","Householder","Householder",1032.11,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2737",47,"Private","11th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","Central_or_South_American","Female","Children_or_Armed_Forces","Nonfiler","Nonfamily_householder","Householder",1113.59,0,"United-States","United-States","United-States","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"2738",3,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Other_Rel_<18_never_marr_child_of_subfamily_RP","Other_relative_of_householder",2192.05,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2739",42,"Private","High_school_graduate","Widowed","Finance_insurance_and_real_estate","Sales","White","All_other","Female","Full-time_schedules","Single","Other_Rel_18+_ever_marr_not_in_subfamily","Other_relative_of_householder",2349.68,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2740",43,"Self-employed-not_incorporated","Prof_school_degree_(MD_DDS_DVM_LLB_JD)","Married-civilian_spouse_present","Other_professional_services","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Householder","Householder",874.92,1,"Germany","Germany","Germany","Foreign_born-_U_S_citizen_by_naturalization",52,"-_50000."
"2741",43,"Local_government","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Education","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1058.96,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2742",13,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",966.53,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2743",44,"Private","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Divorced","Manufacturing-durable_goods","Executive_admin_and_managerial","White","All_other","Male","Children_or_Armed_Forces","Head_of_household","Householder","Householder",972.05,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"2744",45,"Private","Bachelors_degree(BA_AB_BS)","Divorced","Manufacturing-durable_goods","Machine_operators_assmblrs_&_inspctrs","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1695.15,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2745",39,"Private","High_school_graduate","Married-civilian_spouse_present","Private_household_services","Other_service","Black","All_other","Female","Full-time_schedules","Joint_both_under_65","Householder","Householder",2602.85,4,"Haiti","Haiti","Haiti","Foreign_born-_U_S_citizen_by_naturalization",52,"-_50000."
"2746",21,"Local_government","Some_college_but_no_degree","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Adm_support_including_clerical","White","Central_or_South_American","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",900.2,6,"Nicaragua","Nicaragua","Nicaragua","Foreign_born-_Not_a_citizen_of_U_S",40,"-_50000."
"2747",62,"Private","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Medical_except_hospital","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2684.11,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2748",50,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Spouse_of_householder","Spouse_of_householder",1327.38,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2749",36,"Private","Associates_degree-academic_program","Married-civilian_spouse_present","Other_professional_services","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2432.08,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2750",3,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",3746.87,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2751",1,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2174.21,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2752",75,"Private","1st_2nd_3rd_or_4th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Not_in_labor_force","Nonfiler","Householder","Householder",1125.32,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2753",34,"Private","High_school_graduate","Separated","Construction","Adm_support_including_clerical","White","Puerto_Rican","Female","Children_or_Armed_Forces","Single","Child_18+_ever_marr_Not_in_a_subfamily","Child_18_or_older",1016.58,4,"Puerto-Rico","Puerto-Rico","United-States","Native-_Born_in_the_United_States",32,"-_50000."
"2754",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1848.56,0,"United-States","Japan","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2755",14,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","NA","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",347.93,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2756",23,"State_government","Some_college_but_no_degree","Married-civilian_spouse_present","Public_administration","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",3145.76,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2757",34,"Private","Associates_degree-occup_/vocational","Divorced","Manufacturing-durable_goods","Adm_support_including_clerical","White","All_other","Female","Unemployed_full-time","Single","Child_18+_ever_marr_Not_in_a_subfamily","Child_18_or_older",3319.95,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2758",65,"Private","High_school_graduate","Married-A_F_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Spouse_of_householder","Spouse_of_householder",2786.47,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2759",86,"Private","7th_and_8th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Joint_both_65+","Householder","Householder",2777.25,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2760",65,"Private","Associates_degree-occup_/vocational","Widowed","Retail_trade","Sales","White","All_other","Female","Full-time_schedules","Single","Nonfamily_householder","Householder",1773.06,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",40,"-_50000."
"2761",16,"Private","11th_grade","Never_married","Education","Sales","White","All_other","Female","Children_or_Armed_Forces","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",561.44,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",20,"-_50000."
"2762",80,"Private","5th_or_6th_grade","Married-civilian_spouse_present","Other_professional_services","Other_service","White","All_other","Male","Children_or_Armed_Forces","Joint_both_65+","Householder","Householder",2161.51,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2763",90,"Private","10th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Single","Nonfamily_householder","Householder",1616.23,0,"Ireland","Ireland","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2764",15,"Private","7th_and_8th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Not_in_labor_force","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1730.09,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2765",20,"Private","Some_college_but_no_degree","Never_married","Education","Handlers_equip_cleaners_etc","White","All_other","Male","Full-time_schedules","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1266.81,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",30,"-_50000."
"2766",50,"Self-employed-not_incorporated","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Married-civilian_spouse_present","Construction","Executive_admin_and_managerial","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",1024.6,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"2767",25,"Local_government","Bachelors_degree(BA_AB_BS)","Never_married","Public_administration","Handlers_equip_cleaners_etc","White","All_other","Male","Full-time_schedules","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",538.11,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",13,"-_50000."
"2768",43,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Hospital_services","Adm_support_including_clerical","White","Central_or_South_American","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1409.7,6,"United-States","United-States","United-States","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"2769",40,"Self-employed-not_incorporated","High_school_graduate","Never_married","Agriculture","Farming_forestry_and_fishing","White","All_other","Male","Full-time_schedules","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",3704.12,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"2770",60,"Private","Less_than_1st_grade","Separated","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Female","Not_in_labor_force","Nonfiler","Other_Rel_18+_ever_marr_not_in_subfamily","Other_relative_of_householder",1051.78,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"2771",20,"Private","Some_college_but_no_degree","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","RP_of_unrelated_subfamily","Nonrelative_of_householder",1728.5,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2772",41,"Private","11th_grade","Married-civilian_spouse_present","Transportation","Precision_production_craft_&_repair","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",1779.4,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2773",19,"Private","High_school_graduate","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","NA","Female","Not_in_labor_force","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2141.21,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2774",49,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Social_services","Other_service","Black","All_other","Male","PT_for_non-econ_reasons_usually_FT","Joint_both_under_65","Householder","Householder",1309.23,6,"Jamaica","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2775",38,"Federal_government","Some_college_but_no_degree","Married-civilian_spouse_present","Public_administration","Executive_admin_and_managerial","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",647.3,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"2776",16,"Private","9th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1036.93,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2777",29,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","Other","All_other","Male","Not_in_labor_force","Nonfiler","Householder","Householder",1183.97,0,"United-States","United-States","United-States","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"2778",15,"Private","9th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Nonfiler","Secondary_individual","Nonrelative_of_householder",1458.17,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2779",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1824.62,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2780",30,"Self-employed-not_incorporated","Some_college_but_no_degree","Married-civilian_spouse_present","Communications","Precision_production_craft_&_repair","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",2052.9,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",45,"-_50000."
"2781",53,"Private","9th_grade","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","Asian_or_Pacific_Islander","Puerto_Rican","Female","Not_in_labor_force","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1501.28,1,"Puerto-Rico","Puerto-Rico","Puerto-Rico","Native-_Born_in_Puerto_Rico_or_U_S_Outlying",4,"-_50000."
"2782",9,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",607,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2783",3,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Central_or_South_American","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1280.57,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2784",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1008.22,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2785",35,"Local_government","Bachelors_degree(BA_AB_BS)","Never_married","Education","Professional_specialty","White","All_other","Female","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1753.26,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",12,"-_50000."
"2786",26,"State_government","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Public_administration","Professional_specialty","Other","Central_or_South_American","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1095.96,1,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"2787",40,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Construction","Adm_support_including_clerical","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",3228.65,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2788",56,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1937.58,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",12,"-_50000."
"2789",75,"Self-employed-not_incorporated","High_school_graduate","Married-civilian_spouse_present","Wholesale_trade","Sales","White","All_other","Male","Children_or_Armed_Forces","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",1756.43,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",35,"-_50000."
"2790",1,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",2243.81,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2791",65,"Private","High_school_graduate","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Single","Nonfamily_householder","Householder",2040.39,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2792",68,"Private","10th_grade","Married-spouse_absent","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican-American","Male","Not_in_labor_force","Nonfiler","Other_Rel_18+_ever_marr_not_in_subfamily","Other_relative_of_householder",2026.55,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2793",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Nonfiler","Grandchild_<18_never_marr_child_of_subfamily_RP","Other_relative_of_householder",4413.05,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2794",28,"Private","High_school_graduate","Never_married","Business_and_repair_services","Precision_production_craft_&_repair","White","All_other","Male","Children_or_Armed_Forces","Single","Secondary_individual","Nonrelative_of_householder",543.73,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2795",23,"Private","10th_grade","Married-civilian_spouse_present","Retail_trade","Sales","White","All_other","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",432.06,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2796",12,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1121.76,0,"United-States","United-States","Germany","Native-_Born_abroad_of_American_Parent(s)",0,"-_50000."
"2797",42,"Private","High_school_graduate","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Executive_admin_and_managerial","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",735.62,6,"Canada","Philippines","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2798",47,"Private","High_school_graduate","Divorced","Communications","Precision_production_craft_&_repair","White","Other_Spanish","Male","PT_for_non-econ_reasons_usually_FT","Single","Secondary_individual","Nonrelative_of_householder",1300.86,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2799",52,"Private","1st_2nd_3rd_or_4th_grade","Married-civilian_spouse_present","Manufacturing-nondurable_goods","Machine_operators_assmblrs_&_inspctrs","Asian_or_Pacific_Islander","All_other","Female","Full-time_schedules","Joint_both_under_65","Other_Rel_18+_ever_marr_RP_of_subfamily","Other_relative_of_householder",1183.8,0,"China","China","China","Foreign_born-_U_S_citizen_by_naturalization",0,"-_50000."
"2800",28,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-nondurable_goods","Sales","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",308.69,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2801",13,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",4715.87,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2802",28,"Private","High_school_graduate","Married-civilian_spouse_present","Construction","Precision_production_craft_&_repair","White","Central_or_South_American","Male","Full-time_schedules","Joint_both_under_65","Householder","Householder",1129.29,2,"Nicaragua","Nicaragua","Nicaragua","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"2803",27,"Self-employed-incorporated","High_school_graduate","Married-civilian_spouse_present","Manufacturing-nondurable_goods","Precision_production_craft_&_repair","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",2041.7,1,"Portugal","Portugal","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2804",43,"Private","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Married-civilian_spouse_present","Education","Professional_specialty","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",457.83,6,"United-States","United-States","United-States","Foreign_born-_U_S_citizen_by_naturalization",52,"-_50000."
"2805",36,"Self-employed-not_incorporated","Some_college_but_no_degree","Married-civilian_spouse_present","Agriculture","Farming_forestry_and_fishing","White","All_other","Male","Children_or_Armed_Forces","Joint_one_under_65_&_one_65+","Householder","Householder",2447.54,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",10,"-_50000."
"2806",45,"Private","Associates_degree-occup_/vocational","Married-civilian_spouse_present","Medical_except_hospital","Other_service","White","Other_Spanish","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",429.78,4,"Dominican-Republic","Dominican-Republic","Dominican-Republic","Foreign_born-_Not_a_citizen_of_U_S",52,"-_50000."
"2807",16,"Private","10th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Single","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",571.95,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",12,"-_50000."
"2808",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1846.24,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2809",15,"Private","7th_and_8th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican_(Mexicano)","Female","Not_in_labor_force","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",3089.05,0,"Mexico","Mexico","Mexico","Foreign_born-_Not_a_citizen_of_U_S",0,"-_50000."
"2810",30,"Private","11th_grade","Never_married","Construction","Precision_production_craft_&_repair","White","Puerto_Rican","Male","Children_or_Armed_Forces","Single","Secondary_individual","Nonrelative_of_householder",1020.66,1,"Puerto-Rico","Puerto-Rico","Puerto-Rico","Native-_Born_in_Puerto_Rico_or_U_S_Outlying",42,"-_50000."
"2811",50,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","Puerto_Rican","Female","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1414.55,0,"Puerto-Rico","Puerto-Rico","Puerto-Rico","Native-_Born_in_Puerto_Rico_or_U_S_Outlying",0,"-_50000."
"2812",29,"Self-employed-not_incorporated","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Retail_trade","Sales","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",3101.45,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2813",21,"Self-employed-not_incorporated","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Business_and_repair_services","Executive_admin_and_managerial","White","All_other","Male","PT_for_econ_reasons_usually_PT","Joint_both_under_65","Other_Rel_18+_spouse_of_subfamily_RP","Other_relative_of_householder",2767.25,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",36,"-_50000."
"2814",9,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Mexican-American","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1978.86,0,"Mexico","Mexico","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2815",20,"Private","Some_college_but_no_degree","Never_married","Personal_services_except_private_HH","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Head_of_household","Child_18+_never_marr_RP_of_subfamily","Child_18_or_older",3105.7,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2816",57,"Private","High_school_graduate","Divorced","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Not_in_labor_force","Single","Child_18+_ever_marr_Not_in_a_subfamily","Child_18_or_older",3634.99,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
